Origem,Data protocolo,Tipo de Tecnologia,Tema da Saúde,Demandante,Nome da tecnologia,Status,Indicação,Motivo da solicitação,Data decisão
Interna,2025-05-16,Medicamento,Neurologia,"Secretaria de Ciência, Tecnologia e Inovação e do Complexo Econômico-Industrial da Saúde SECTICS/MS ",Mesilato de bromocriptina,Processo encerrado: decisão de exclusão do SUS,Tratamento de pacientes com Doença de Parkinson e de hiperprolactinemia,Exclusão ,2025-12-29
Interna,2025-05-23,Medicamento,Infectologia,Secretaria de Vigilância em Saúde e Ambiente  SVSA/MS,Bictegravir 50mg/Entricitabina 200mg/Tenofovir Alafenamida 25mg (BIC/FTC/TAF),Processo encerrado: decisão de incorporação no SUS,Tratamento de pessoas vivendo com HIV,Incorporação,2025-11-03
Interna,2025-05-23,Medicamento,Gastroentorologia,"Secretaria de Ciência, Tecnologia e Inovação e do Complexo Econômico-Industrial da Saúde SECTICS/MS ",Tacrolimo de liberação prolongada,Processo encerrado: decisão de não incorporação no SUS,Tratamento da imunossupressão em pacientes adultos submetidos a transplante hepático,Incorporação,2025-10-09
Interna,2025-05-23,Medicamento,Oncologia,"Secretaria de Ciência, Tecnologia e Inovação e do Complexo Econômico-Industrial da Saúde SECTICS/MS ",Crizotinibe,Processo encerrado: decisão de exclusão do SUS,"Tratamento, em primeira linha, de pacientes adultos com câncer de pulmão não pequenas células avançado ou metastático ALK+",Exclusão ,2025-10-21
Interna,2025-05-29,Procedimento,Oftalmologia,Secretaria de Atenção Especializada à Saúde  SAES/MS,Transplante de membrana amniótica,Processo encerrado: decisão de incorporação no SUS,Tratamento de pacientes com afecções oculares,Incorporação,2026-04-16
Interna,2025-05-29,Procedimento,Infectologia,Secretaria de Atenção Especializada à Saúde  SAES/MS,Transplante de membrana amniótica,Processo encerrado: decisão de incorporação no SUS,Tratamento de pacientes com feridas crônicas e do pé diabético,Incorporação,2026-04-16
Interna,2025-06-11,Medicamento,Endocrinologia,"Secretaria de Ciência, Tecnologia e Inovação e do Complexo Econômico-Industrial da Saúde SECTICS/MS ",Testosterona injetável,Em análise após consulta pública,Para adolescentes do sexo masculino com hipogonadismo hipogonadotrófico orgânico.,Incorporação,
Interna,2025-06-11,Medicamento,Endocrinologia,"Secretaria de Ciência, Tecnologia e Inovação e do Complexo Econômico-Industrial da Saúde SECTICS/MS ",Estradiol adesivo transdérmico (Estradiol hemi-hidratado),Em análise após consulta pública,Para indução da puberdade em adolescentes do sexo feminino com hipogonadismo hipogonadotrófico orgânico.,Incorporação,
Interna,2025-06-11,Medicamento,Endocrinologia,"Secretaria de Ciência, Tecnologia e Inovação e do Complexo Econômico-Industrial da Saúde SECTICS/MS ",Testosterona injetável,Em análise após consulta pública,Para homens com hipogonadismo hipogonadotrófico orgânico.,Incorporação,
Interna,2025-06-13,Procedimento,Infectologia,Secretaria de Vigilância em Saúde e Ambiente  SVSA/MS,Teste imunoenzimático,Processo encerrado: decisão de incorporação no SUS,Detecção do antígeno galactomanana de histoplasma capsulatum para o diagnóstico de histoplasmose.,Incorporação,2025-10-01
Interna,2025-06-17,Medicamento,Infectologia,Secretaria de Saúde Indígena SESAI/MS,Dimeticona 92%,Processo encerrado: decisão de incorporação no SUS,Tratamento de pacientes com tungíase,Incorporação,2026-03-23
Interna,2025-07-02,Medicamento,Imunologia,"Secretaria de Ciência, Tecnologia e Inovação e do Complexo Econômico-Industrial da Saúde SECTICS/MS ",Ciclofosfamida oral,Em análise após consulta pública,Tratamento de indução de remissão em pacientes com vasculite associada aos anticorpos anticitoplasma de neutrófilos (ANCA),Incorporação,
Interna,2025-07-02,Procedimento,Imunologia,"Secretaria de Ciência, Tecnologia e Inovação e do Complexo Econômico-Industrial da Saúde SECTICS/MS ",Testes de Elisa,Processo encerrado: decisão de incorporação no SUS,Diagnóstico de pacientes com vasculite associada aos anticorpos anti-citoplasma de neutróficos (ANCA),Incorporação,2026-01-12
Interna,2025-07-02,Medicamento,Imunologia,"Secretaria de Ciência, Tecnologia e Inovação e do Complexo Econômico-Industrial da Saúde SECTICS/MS ","Rituximabe, Micofenolato de mofetila, Azatioprina, Metotrexato e Ciclofosfamida",Em análise após consulta pública,Tratamento de manutenção de pacientes com vasculite associada aos anticorpos anti-citoplasma de neutrófilos (ANC),Incorporação,
Interna,2025-08-12,Medicamento,Oncologia,Instituto Nacional de Câncer  INCA,"Ibrutinibe, Acalabrutinibe, Zanubrutinibe e Venetoclax em monoterapia ou associadas",Processo encerrado: a pedido do demandante,"Tratamento da leucemia linfocítica crônica (LLC) sintomática, refratária ou recidivante.",Incorporação,
Interna,2025-08-22,Produto,Infectologia,Secretaria de Vigilância em Saúde e Ambiente  SVSA/MS,Teste imunoenzimático,Processo encerrado: decisão de incorporação no SUS,Diagnóstico de aspergilose invasiva em pacientes imunocomprometidos,Incorporação,2026-04-07
Interna,2025-08-27,Medicamento,Genética,"Secretaria de Ciência, Tecnologia e Inovação e do Complexo Econômico-Industrial da Saúde SECTICS/MS ",Cipionato de Hidrocortisona,Processo encerrado: a pedido do demandante,Tratamento de recém-nascidos diagnosticados com hiperplasia adrenal congênita.,Exclusão ,
Interna,2025-08-28,Medicamento,Infectologia,Secretaria de Vigilância em Saúde e Ambiente  SVSA/MS,Sofosbuvir/velpatasvir 200 mg/50 mg,Processo encerrado: decisão de incorporação no SUS,Tratamento da hepatite C crônica em crianas de 3 anos a 11 anos,Incorporação,2025-12-29
Interna,2025-09-10,Medicamento,Gastroenterologia,"Secretaria de Ciência, Tecnologia e Inovação e do Complexo Econômico-Industrial da Saúde SECTICS/MS ",Ustequinumabe,Processo encerrado: decisão de incorporação no SUS,Tratamento da doença de Crohn,Reavaliação,2025-12-05
Interna,2025-09-15,Medicamento,Infectologia,Secretaria de Vigilância em Saúde e Ambiente  SVSA/MS,Ledipasvir 90mg/sofosbuvir 400mg  Elbasvir 50mg/grazoprevir 100mg,Processo encerrado: decisão de exclusão do SUS,Tratamento de pacientes com hepatite C,Exclusão ,2025-12-29
Interna,2025-09-22,Medicamento,Genética,Secretaria de Atenção Especializada à Saúde  SAES/MS,Vosoritida,Em análise após consulta pública,Tratamento de acondroplasia (ACH) em pacientes a partir de 2 anos de idade e cujas epífises não estão fechadas,Incorporação,
Interna,2025-09-22,Procedimento,Oncologia,Secretaria de Atenção Especializada à Saúde  SAES/MS,Tomografia por emissão de pósitrons (PET-CT),Processo encerrado: decisão de incorporação no SUS,Diagnosticar o câncer de mama metastático quando os exames de imagem convencionais apresentarem achados equívocos,Incorporação,2026-04-07
Interna,2025-10-13,Procedimento,Infectologia,"Secretaria de Ciência, Tecnologia e Inovação e do Complexo Econômico-Industrial da Saúde SECTICS/MS ",Elastografia hepática ultrassônica,Em análise após consulta pública,Estadiamento e monitoramento da fibrose hepática em pacientes com colangite biliar primária.,Ampliação de Uso,
Interna,2025-10-13,Medicamento,Gastroenterologia,"Secretaria de Ciência, Tecnologia e Inovação e do Complexo Econômico-Industrial da Saúde SECTICS/MS ",Bezafibrato,Em análise após consulta pública,Tratamento da colangite biliar primária,Incorporação,
Interna,2025-10-14,Medicamento,Genética,"Secretaria de Ciência, Tecnologia e Inovação e do Complexo Econômico-Industrial da Saúde SECTICS/MS ",Romosozumabe e teriparatida,Em análise após consulta pública,Tratamento de homens com osteoporose grave e falha terapêutica aos medicamentos disponíveis no SUS,Incorporação,
Interna,2025-10-30,Procedimento,Cardiosvascular,"Secretaria de Ciência, Tecnologia e Inovação e do Complexo Econômico-Industrial da Saúde SECTICS/MS ",Ultrasom intracoronariano,Em consulta pública,Tratamento de pacientes com síndrome coronariana crônica com anatomia complexa submetidos à revascularização percutânea,Incorporação,
Interna,2025-11-24,Medicamento,Toxicologia,Secretaria de Vigilância em Saúde e Ambiente  SVSA/MS,"Ácido meso-2,3-dimercaptossuccínico (DMSA, succimer)",Processo encerrado: decisão de incorporação no SUS,Casos de intoxicação “exógena” aguda por mercúrio,Incorporação,2026-06-15
Interna,2025-12-01,Medicamento,Obstetricia,Secretaria de Atenção Primária à Saúde SAPS/MS,Carbonato de cálcio de maneira off label,Em análise,Prevenção da pré-eclâmpsia e eclâmpsia em gestantes,Incorporação,
Interna,2025-12-08,Medicamento,,Secretaria de Atenção Especializada em Saúde SAES/MS,Rituximabe,Em análise,Tratamento de pacientes com fibrose retroperitoneal.,Incorporação,
Interna,2025-12-23,Medicamento,Infectologia,Secretaria de Vigilância em Saúde e Ambiente  SVSA/MS,Praziquantel,Em análise após consulta pública,Tratamento de crianças em idade pré-escolar com esquistossomose.,Ampliação de Uso,
Interna,2026-01-06,Medicamento,Oftalmologia,"Secretaria de Ciência, Tecnologia e Inovação em Saúde SCTIE/MS",Adalimumabe,Em análise após consulta pública,"Tratamento de uveítes não
 infecciosas em crianças e adolescentes",Incorporação,
Interna,2026-01-06,Medicamento,Oftalmologia,"Secretaria de Ciência, Tecnologia e Inovação em Saúde SCTIE/MS",Micofenolato e metotrexato,Em análise após consulta pública,Tratamento de uveítes não infecciosas.,Incorporação,
Interna,2026-01-08,Medicamento,Hematologia,"Secretaria de Ciência, Tecnologia e Inovação em Saúde SCTIE/MS","Ravulizumabe, pegcetacoplana, crovalimabe e iptacopana",Em consulta pública,Tratamento da hemoglobinúria paroxística noturna (HPN),Incorporação,
Interna,2026-01-13,Procedimento,Neurocirurgia,"Secretaria de Ciência, Tecnologia e Inovação em Saúde SCTIE/MS",Distratores ósseos,Em análise,Tratamento de indivíduos com craniossinostose,Incorporação,
Interna,2026-01-13,Procedimento,Neurocirurgia,"Secretaria de Ciência, Tecnologia e Inovação em Saúde SCTIE/MS",Sistemas de fixação absorvíveis (placas e parafusos),Em análise,Tratamento de crianças e recém-nascidos com craniossinostose.,Incorporação,
Interna,2026-01-14,Medicamento,Dermatologia,Secretaria de Atenção Especializada em Saúde SAES/MS,Rituximabe,Em consulta pública,Tratamento de pacientes com pênfigo vulgar moderado a grave em adultos,Incorporação,
Interna,2026-01-28,Medicamento,Infectologia,"Secretaria de Ciência, Tecnologia e Inovação em Saúde SCTIE/MS",Formulações lipídicas de anfotericina B,Em análise após consulta pública,Tratamento da leishmaniose visceral,Ampliação de Uso,
Interna,2026-01-28,Medicamento,Infectologia,"Secretaria de Ciência, Tecnologia e Inovação em Saúde SCTIE/MS",Anfotericina B lipossomal associada à miltefosina,Em análise após consulta pública,Tratamento da leishmaniose visceral em pacientes imunocomprometidos.,Incorporação,
Interna,2026-02-20,Medicamento,Infectologia,Secretaria de Vigilância em Saúde e Ambiente  SVSA/MS,Claritromicina como esquema de segunda linha,Em análise após consulta pública,Tratamento da hanseníase em adultos e crianças com reação adversa ao tratamento de primeira linha.,Ampliação de Uso,
Interna,2026-02-20,Produto,Infectologia,Secretaria de Vigilância em Saúde e Ambiente  SVSA/MS,Teste de detecção molecular qualitativa do Mycobacterium leprae,Em análise após consulta pública,Auxiliar o diagnóstico de hanseníase em pacientes com lesões suspeitas e baciloscopia negativa.,Ampliação de Uso,
Interna,2026-03-02,Medicamento,Oncologia,"Secretaria de Ciência, Tecnologia e Inovação em Saúde SCTIE/MS",Rituximabe,Em análise,"Tratamento de pacientes com linfoma difuso de grandes células B: 1) refratário ou recidivante ao tratamento de primeira linha (tratamento de resgate, 2ª linha e subsequente); 2) em tratamento de manutenção após a primeira linha.",Ampliação de Uso,
Interna,2026-03-02,Procedimento,Oncologia,"Secretaria de Ciência, Tecnologia e Inovação em Saúde SCTIE/MS",Transplante de células progenitoras hematopoéticas (TCPH) alogênico.,Em análise,Tratamento de pacientes com linfoma difuso de grandes células B (LDGCB) recidivado após TCPH autólogo.,Ampliação de Uso,
Interna,2026-03-03,Procedimento,Oncologia,"Secretaria de Ciência, Tecnologia e Inovação em Saúde SCTIE/MS","Tomografia computadorizada por emissão de
 pósitrons (PET-CT)",Em análise,Tratamento de neoplasia maligna epitelial de ovário,Incorporação,
Interna,2026-03-31,Procedimento,Oftalmologia,"Secretaria de Ciência, Tecnologia e Inovação em Saúde SCTIE/MS",Tomografia de coerência óptica,Em consulta pública,Monitoramento de pacientes com glaucoma primário de ângulo aberto e de ângulo fechado,Incorporação,
Interna,2026-03-31,Procedimento,Oftalmologia,"Secretaria de Ciência, Tecnologia e Inovação em Saúde SCTIE/MS",Cirurgia antiglaucomatosa por via angular com goniotomia excisional ou com trabeculotomia transluminal durante a cirurgia de facectomia com implante de lente intraocular com facoemulsificação,Em consulta pública,Tratamento de pacientes diagnosticados com catarata e glaucoma primário de ângulo aberto com dano inicial ou moderado controlado com colírios,Incorporação,
Interna,2026-04-01,Procedimento,Oftalmologia,"Secretaria de Ciência, Tecnologia e Inovação em Saúde SCTIE/MS",Tomografia de coerência óptica,Em consulta pública,Diagnóstico de pacientes com glaucoma primário de ângulo fechado.,Ampliação de Uso,
Interna,2026-04-24,Medicamento,Obstetricia,Secretaria de Atenção Primária à Saúde SAPS/MS,Ácido acetilsalicílico,Em consulta pública,Prevenção da pré-eclâmpsia e eclâmpsia em gestantes.,Incorporação ,
Externa,2012-01-01,Medicamento,Reumatologia ,Associação Nacional de Grupos de Pacientes Reumáticos ANAPAR,Tocilizumabe,Processo encerrado: decisão de incorporação no SUS,Tratamento da artrite reumatoide,Incorporação,2012-09-11
Externa,2012-01-01,Medicamento,Reumatologia ,Associação Nacional de Grupos de Pacientes Reumáticos ANAPAR,Rituximabe,Processo encerrado: decisão de incorporação no SUS,Tratamento da artrite reumatoide,Incorporação,2012-09-11
Externa,2012-01-01,Medicamento,Reumatologia ,Associação Nacional de Grupos de Pacientes Reumáticos ANAPAR,Abatacepte,Processo encerrado: decisão de incorporação no SUS,Tratamento da artrite reumatoide,Incorporação,2012-09-11
Externa,2012-01-01,Medicamento,Reumatologia ,Associação Nacional de Grupos de Pacientes Reumáticos ANAPAR,Infliximabe,Processo encerrado: decisão de incorporação no SUS,Tratamento da artrite reumatoide,Incorporação,2012-09-11
Externa,2012-01-01,Medicamento,Reumatologia ,Associação Nacional de Grupos de Pacientes Reumáticos ANAPAR,Adalimumabe,Processo encerrado: decisão de incorporação no SUS,Tratamento da artrite reumatoide,Incorporação,2012-09-11
Externa,2012-01-01,Medicamento,Reumatologia ,Associação Nacional de Grupos de Pacientes Reumáticos ANAPAR,Etanercepte,Processo encerrado: decisão de incorporação no SUS,Tratamento da artrite reumatoide,Incorporação,2012-09-11
Externa,2012-01-11,Medicamento,Genética,Novartis Biociências,Everolimo,Processo encerrado: decisão de não incorporação no SUS,Tratamento do astrocitoma subependimário de células gigantes (SEGA) associado à esclerose tuberosa,Incorporação,2012-09-14
Externa,2012-01-12,Medicamento,Reumatologia ,Laboratórios Pfizer,Etanercepte,Processo encerrado: decisão de não incorporação no SUS,Tratamento da psoríase moderada a grave em adultos,Incorporação,2012-10-05
Externa,2012-01-16,Medicamento,Pneumologia,Nycomed Pharma,Roflumilaste,Processo encerrado: decisão de não incorporação no SUS,Doença pulmonar obstrutiva crônica (DPOC),Incorporação,2012-10-05
Externa,2012-01-17,Medicamento,Neurologia,Novartis Biociências,Fingolimode,Processo encerrado: decisão de não incorporação no SUS,Tratamento da esclerose múltipla,Incorporação,2012-09-14
Externa,2012-01-25,Medicamento,Reumatologia ,Abbott Laboratórios do Brasil,Adalimumabe,Processo encerrado: decisão de não incorporação no SUS,Tratamento da psoríase moderada a grave em adultos,Incorporação,2012-10-05
Externa,2012-01-26,Medicamento,Reumatologia ,AstraZeneca do Brasil ,Certolizumabe pegol,Processo encerrado: decisão de incorporação no SUS,Tratamento da Artrite reumatoide,Incorporação,2012-09-11
Externa,2012-01-26,Medicamento,Gastroenterologia,AstraZeneca do Brasil ,Certolizumabe pegol,Processo encerrado: decisão de não incorporação no SUS,Tratamento da Doença de Crohn,Incorporação,2012-09-14
Externa,2012-02-01,Procedimento,Infectologia,Ciclo Farma Indústria Química,Ciclo Bakaris,Processo encerrado: a pedido do demandante,Desinfecção hospitalar,Incorporação,
Externa,2012-02-01,Medicamento,Infectologia,Merck Sharp & Dohme Farmacêutica,Boceprevir,Processo encerrado: decisão de incorporação no SUS,Tratamento da hepatite crônica C,Incorporação,2012-07-26
Externa,2012-02-09,Medicamento,Nefrologia,Allergan Produtos Farmacêuticos,Toxina botulínica (tipo A1 apresentação de 200U),Processo encerrado: decisão de não incorporação no SUS,Tratamento da bexiga hiperativa,Incorporação,2012-10-05
Externa,2012-02-09,Medicamento,Dermatologia,LEO Pharma,Calcipotriol + dipropionato de betametasona,Processo encerrado: decisão de não incorporação no SUS,Tratamento da psoríase,Incorporação,2012-10-05
Externa,2012-02-15,Medicamento,Infectologia,GlaxoSmithKline Brasil,Maraviroque,Processo encerrado: decisão de incorporação no SUS,Pacientes em terapia antirretroviral,Incorporação,2012-10-25
Externa,2012-02-15,Medicamento,Cardiovascular,GlaxoSmithKline Brasil,Ambrisentana,Processo encerrado: decisão de não incorporação no SUS,Tratamento da hipertensão arterial pulmonar (HAP),Incorporação,2012-09-14
Externa,2012-03-08,Medicamento,Oftalmologia,Novartis Biociências,Ranibizumabe,Processo encerrado: a pedido do demandante,Degeneração macular neovascular (exsudativa ou úmida) relacionada à idade,Incorporação,
Externa,2012-03-12,Produto,Saúde da Mulher,Artmed Indústria Farmacêutica,Lanolina Ultrapurificada,Processo encerrado: por decisão da Conitec,Prevenir e curar a fissura mamilar Uso durante a gestação e amamentação,Incorporação,
Externa,2012-03-14,Medicamento,Reumatologia ,Bristol Myers Squibb Farmacêutica,Abatacepte,Processo encerrado: decisão de incorporação no SUS,Tratamento da artrite reumatoide,Incorporação,2012-09-11
Externa,2012-03-15,Medicamento,Endocrinologia,Beaufour Ipsen Farmacêutica,Acetato de lanreotida,Processo encerrado: decisão de incorporação no SUS,Tratamento da acromegalia,Incorporação,2012-10-25
Externa,2012-03-15,Produto,Cardiologia,Produtos Roche Diagnóstica Brasil,Tiras Reagentes,Processo encerrado: decisão de não incorporação no SUS,Monitoramento do INR em pacientes recebendo tratamento com varfarina,Incorporação,2012-11-26
Externa,2012-03-20,Medicamento,Pneumologia,Justiça Federal da 4ª Região  Seção Judiciária do Rio Grande do Sul,Palivizumabe,Processo encerrado: decisão de incorporação no SUS,Prevenção da infecção pelo vírus sincicial respiratório,Incorporação,2013-05-13
Externa,2012-03-30,Medicamento,Pneumologia,Eli Lilly do Brasil,Tadalafila,Processo encerrado: decisão de não incorporação no SUS,Tratamento da hipertensão arterial pulmonar,Incorporação,2013-03-06
Externa,2012-04-13,Medicamento,Endocrinologia,Laboratórios Pfizer,Pegvisomanto,Processo encerrado: decisão de não incorporação no SUS,Tratamento da acromegalia,Incorporação,2013-01-21
Externa,2012-04-20,Medicamento,Oncologia,Produtos Roche Diagnóstica Brasil,Trastuzumabe,Processo encerrado: decisão de incorporação no SUS,Tratamento do câncer de mama inicial,Incorporação,2012-07-26
Externa,2012-05-09,Medicamento,Cardiovascular,AstraZeneca do Brasil ,Ticagrelor,Processo encerrado: decisão de não incorporação no SUS,Prevenção de eventos trombóticos em pacientes com síndrome coronariana aguda,Incorporação,2013-03-05
Externa,2012-05-09,Medicamento,Infectologia,Zambon Laboratórios Farmacêuticos,Ácido ursodesoxicólico,Processo encerrado: decisão de não incorporação no SUS,Tratamento da doença hepática relacionada à fibrose cística,Incorporação,2013-03-06
Externa,2012-05-14,Medicamento,Pneumologia,Novartis Biociências,Omalizumabe,Processo encerrado: decisão de não incorporação no SUS,Tratamento da asma grave,Incorporação,2013-04-03
Externa,2012-05-16,Medicamento,Reumatologia ,Produtos Roche Diagnóstica Brasil,Tocilizumabe,Processo encerrado: decisão de incorporação no SUS,Tratamento da artrite reumatoide,Incorporação,2012-09-11
Externa,2012-05-16,Medicamento,Reumatologia ,Produtos Roche Diagnóstica Brasil,Rituximabe,Processo encerrado: decisão de incorporação no SUS,Tratamento da artrite reumatoide,Incorporação,2012-09-11
Externa,2012-06-01,Medicamento,Oftalmologia,Novartis Biociências,Ranibizumabe,Processo encerrado: decisão de não incorporação no SUS,Degeneração macular relacionada à idade,Incorporação,2012-11-26
Externa,2012-06-04,Medicamento,Infectologia,GlaxoSmithKline Brasil,Vacina HPV,Processo encerrado: decisão de incorporação no SUS,Prevenção do câncer de colo de útero,Incorporação,2013-11-18
Externa,2012-06-21,Medicamento,Reumatologia ,JanssenCilag Farmacêutica,Golimumabe,Processo encerrado: decisão de não incorporação no SUS,Tratamento da espondilite anquilosante,Incorporação,2013-03-05
Externa,2012-06-21,Medicamento,Reumatologia ,JanssenCilag Farmacêutica,Golimumabe,Processo encerrado: decisão de não incorporação no SUS,Tratamento da artrite psoríaca,Incorporação,2013-03-05
Externa,2012-06-21,Medicamento,Reumatologia ,JanssenCilag Farmacêutica,Golimumabe,Processo encerrado: decisão de incorporação no SUS,Tratamento da artrite reumatoide,Incorporação,2012-09-11
Externa,2012-06-21,Medicamento,Pneumologia,Novartis Biociências,Indacaterol,Processo encerrado: decisão de não incorporação no SUS,Tratamento da doença pulmonar obstrutiva crônica (DPOC),Incorporação,2013-03-06
Externa,2012-06-26,Medicamento,Psiquiatria,JanssenCilag Farmacêutica,Palmitato de paliperidona,Processo encerrado: decisão de não incorporação no SUS,Tratamento da esquizofrenia,Incorporação,2013-04-03
Externa,2012-06-26,Medicamento,Reumatologia ,JanssenCilag Farmacêutica,Ustequinumabe,Processo encerrado: decisão de não incorporação no SUS,Tratamento da psoríase moderada a grave em adultos,Incorporação,2012-10-05
Externa,2012-07-03,Produto,Urologia,AMS  American Medical Systems do Brasil,Esfíncter urinário artificial,Processo encerrado: decisão de não incorporação no SUS,Tratamento da incontinência urinária masculina grave pósprostatectomia,Incorporação,2013-05-24
Externa,2012-08-01,Medicamento,Infectologia,GlaxoSmithKline Brasil,Vacina tetraviral,Processo encerrado: decisão de incorporação no SUS,"Varicela, sarampo, caxumba e rubéola",Incorporação,2013-01-21
Externa,2012-08-09,Produto,Clínica Geral,Brazil Import Distribuição e Importação de Produtos Médicos Hospitalares ,Injeção intramuscular e subcutânea sem agulha a base de ar por pressão,Processo encerrado: por decisão da Conitec,Aplicação de vários medicamentos e vacinas por via intramuscular e subcutânea,Incorporação,
Externa,2012-08-23,Medicamento,Oncologia,Produtos Roche Químicos e Farmacêuticos,Rituximabe,Processo encerrado: decisão de não incorporação no SUS,"Tratamento do Linfoma Não Hodgkin de células B, folicular, CD20 positivo",Incorporação,2013-08-26
Externa,2012-09-03,Medicamento,Cardiovascular,GlaxoSmithKline Brasil,Ambrisentana,Processo encerrado: decisão de incorporação no SUS,"Tratamento da Hipertensão arterial pulmonar (HAP) na falha primária, secundária ou contraindicação da sildenafila",Incorporação,2013-11-08
Externa,2012-09-05,Medicamento,Infectologia,Merck Sharp & Dohme Farmacêutica,Vacina contra HPV,Processo encerrado: decisão de incorporação no SUS,Prevenção de câncer de colo do útero,Incorporação,2013-11-18
Externa,2012-09-12,Medicamento,Cardiovascular,Laboratórios Servier do Brasil,Ivabradina,Processo encerrado: decisão de não incorporação no SUS,Tratamento da angina estável em pacientes com contraindicação ou intolerância a betabloqueadores,Incorporação,2013-06-13
Externa,2012-09-13,Produto,Infectologia,Origem Química,NIM em óleo na forma de inseticida orgânico,Processo encerrado: por decisão da Conitec,Prevenção e combate ao mosquito Aedes aegypti,Incorporação,
Externa,2012-09-18,Medicamento,Reumatologia ,Laboratórios Ferring,Mesalazina saché 2g,Processo encerrado: decisão de não incorporação no SUS,Tratamento da retocolite ulcerativa,Incorporação,2013-08-26
Externa,2012-09-21,Produto,Parasitologia,Coloff Industrial,Coleta de material para exame laboratorial,Processo encerrado: por decisão da Conitec,Coleta de material para exame laboratorial,Incorporação,
Externa,2012-10-02,Produto,Parasitologia,Acuapura Indústria e Comércio,CLORIN,Processo encerrado: por decisão da Conitec,Desinfeção de água de consumo humano,Incorporação,
Externa,2012-10-16,Medicamento,Pneumologia,GlaxoSmithKline Brasil,Fluticasona,Processo encerrado: decisão de não incorporação no SUS,Tratamento da asma,Incorporação,2013-08-07
Externa,2012-10-16,Medicamento,Pneumologia,GlaxoSmithKline Brasil,Fluticasona,Processo encerrado: decisão de não incorporação no SUS,Tratamento da doença pulmonar obstrutiva crônica (DPOC),Incorporação,2013-08-07
Externa,2012-10-18,Medicamento,Infectologia,GlaxoSmithKline Brasil,Vacina de hepatite A,Processo encerrado: decisão de incorporação no SUS,Programa Nacional de Imunização (PNI),Incorporação,2013-01-21
Externa,2012-10-18,Medicamento,Oncologia,Produtos Roche Químicos e Farmacêuticos,Cloridrato de erlotinibe,Processo encerrado: decisão de incorporação no SUS,Tratamento do câncer de pulmão de células Nãopequenas avançado ou metastático mutação EGFR,Incorporação,2013-11-08
Externa,2012-10-29,Medicamento,Saúde da Mulher,Bayer,Sistema intrauterino liberador de levonorgestrel,Processo encerrado: decisão de não incorporação no SUS,Tratamento da menorragia idiopática,Incorporação,2013-07-04
Externa,2012-10-30,Medicamento,Pneumologia,Ministério Público Federal  Procuradoria da República no Paraná,Brometo de tiotrópio,Processo encerrado: decisão de não incorporação no SUS,Tratamento da Doença pulmonar obstrutiva crônica (DPOC),Incorporação,2013-08-07
Externa,2012-11-14,Medicamento,Ortopedia,Laboratórios Servier do Brasil,Ranelato de estrôncio,Processo encerrado: a pedido do demandante,Osteoporose pósmenopausa,Incorporação,
Externa,2012-11-14,Medicamento,Endocrinologia,Ministério Público Federal  Procuradoria da República em Minas Gerais,Sapropterina,Processo encerrado: decisão de não incorporação no SUS,Tratamento da hiperfenilalaninemia com deficiência de BH4,Incorporação,2013-08-07
Externa,2012-12-04,Medicamento,Nefrologia,Abbott Laboratórios do Brasil,Paricalcitol,Processo encerrado: decisão de não incorporação no SUS,Substituição ao calcitriol intravenoso,Incorporação,2013-08-26
Externa,2012-12-13,Medicamento,Oncologia,AstraZeneca do Brasil ,Gefitinibe,Processo encerrado: decisão de incorporação no SUS,"Tratamento do câncer de pulmão de células Não pequenas avançado ou metastático com mutação EGFR, em primeira linha",Incorporação,2013-11-08
Externa,2012-12-14,Medicamento,Ortopedia,Laboratórios Servier do Brasil,Ranelato de estrôncio,Processo encerrado: decisão de não incorporação no SUS,Tratamento da osteoporose,Incorporação,2013-08-07
Externa,2012-12-17,Medicamento,Nefrologia,Laboratório Químico Farmacêutico Bergamo,Cinacalcete,Processo encerrado: decisão de não incorporação no SUS,"Tratamento de pacientes com hiperparatireoidismo secundário à doença renal, em diálise e refratários à terapia convencional",Incorporação,2013-10-16
Externa,2012-12-19,Medicamento,Neurologia,Biogen Brasil Produtos Farmacêuticos ,Natalizumabe 300 mg,Processo encerrado: decisão de não incorporação no SUS,Esclerose múltipla remitente recorrente em segunda linha de tratamento.,Incorporação,2013-08-26
Externa,2013-03-04,Medicamento,Genética,Novartis Biociências,Canaquinumabe,Processo encerrado: decisão de não incorporação no SUS,Tratamento da síndrome periódicas associadas à criopirina (CAPS),Incorporação,2013-10-10
Externa,2013-03-11,Medicamento,Vascular,Advocacia Geral da União,Nadroparina,Processo encerrado: decisão de não incorporação no SUS,Tratamento de pacientes com tromboembolia pulmonar de repetição,Incorporação,2013-12-11
Externa,2013-03-12,Medicamento,Oncologia,Merck Sharp & Dohme Farmacêutica,Cetuximabe,Processo encerrado: decisão de não incorporação no SUS,Combinação com FOLFIRI ou FOLFOX no tratamento do câncer colorretal metastático KRAS selvagem com metástases hepáticas exclusivas irressecáveis,Incorporação,2013-12-11
Externa,2013-03-12,Medicamento,Oncologia,Merck Sharp & Dohme Farmacêutica,Cetuximabe,Processo encerrado: decisão de não incorporação no SUS,Tratamento do carcinoma de células escamosas de cabeça e pescoço localmente avançado,Incorporação,2013-12-11
